PLAYER_NAME,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG,TIME_REMAINING_SEC,EXPECTED_FG
Landry Shamet,New York Knicks,3,7,19,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-132,206,0,439,0.3540653078569155
Pelle Larsson,Miami Heat,3,7,11,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,18,0,431,0.37353226339562906
Pelle Larsson,Miami Heat,3,6,54,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,239,38,1,414,0.36281472675184057
Mikal Bridges,New York Knicks,3,6,37,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,229,-10,0,397,0.3853667758000822
Landry Shamet,New York Knicks,3,6,12,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,240,-16,1,372,0.3643326388395949
Jaime Jaquez Jr.,Miami Heat,3,5,57,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,11,79,0,357,0.5411814187761677
Karl-Anthony Towns,New York Knicks,3,5,46,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),2,-4,26,1,346,0.5975291314502422
Jaime Jaquez Jr.,Miami Heat,3,5,36,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-18,11,0,336,0.5979867210590344
Karl-Anthony Towns,New York Knicks,3,5,27,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),2,-7,24,0,327,0.5970234936837151
Jordan Clarkson,New York Knicks,3,5,17,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-227,10,0,317,0.38073727462534707
Norman Powell,Miami Heat,3,5,10,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),28,6,288,1,310,0.30762987622460186
Miles McBride,New York Knicks,3,4,59,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,123,220,0,299,0.33975355595982076
Norman Powell,Miami Heat,3,4,51,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-178,181,0,291,0.3408168520738575
Landry Shamet,New York Knicks,3,4,39,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,11,4,1,279,0.6071463433087525
Jaime Jaquez Jr.,Miami Heat,3,4,33,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),1,0,16,1,273,0.6062876380656129
Simone Fontecchio,Miami Heat,3,4,7,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-163,220,1,247,0.3182078144073168
Nikola Jović,Miami Heat,3,3,45,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,120,230,0,225,0.33704543576656804
Landry Shamet,New York Knicks,3,3,32,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-9,17,1,212,0.6042786190147359
Jaime Jaquez Jr.,Miami Heat,3,3,20,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,40,92,1,200,0.502438959396832
Jordan Clarkson,New York Knicks,3,2,55,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-33,56,1,175,0.5472669019536731
Simone Fontecchio,Miami Heat,3,2,42,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,179,200,0,162,0.32706451467837794
Landry Shamet,New York Knicks,3,2,30,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,174,194,0,150,0.32699967341248076
Landry Shamet,New York Knicks,3,2,19,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,229,5,0,139,0.37649783752359284
Dru Smith,Miami Heat,3,2,6,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,15,8,1,126,0.6020867861037463
Miles McBride,New York Knicks,3,1,41,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),18,21,179,1,101,0.4073901605923184
Andrew Wiggins,Miami Heat,3,1,20,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-208,149,0,80,0.33608943411819653
Karl-Anthony Towns,New York Knicks,3,0,57,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),2,-21,10,0,57,0.5891008251149484
Karl-Anthony Towns,New York Knicks,3,0,55,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,6,11,1,55,0.5996441184275618
Andrew Wiggins,Miami Heat,3,0,49,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-10,15,0,49,0.5991995007532613
Andrew Wiggins,Miami Heat,3,0,45,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0,45,0.6104070903073134
Jaime Jaquez Jr.,Miami Heat,3,0,44,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,4,17,0,44,0.5989653082564083
Andrew Wiggins,Miami Heat,3,0,44,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1,44,0.6103755275725408
Mikal Bridges,New York Knicks,3,0,29,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,28,252,0,29,0.3299644804478722
Simone Fontecchio,Miami Heat,3,0,12,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-229,-6,0,12,0.3720746020950032
Jaime Jaquez Jr.,Miami Heat,4,11,50,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,1,7,1,710,0.6275507974039864
Jaime Jaquez Jr.,Miami Heat,4,11,19,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,13,16,0,679,0.6053462005641245
Keshad Johnson,Miami Heat,4,11,16,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-21,10,0,676,0.6054930774873376
Jaime Jaquez Jr.,Miami Heat,4,11,15,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-11,6,0,675,0.6161474302927104
Jaime Jaquez Jr.,Miami Heat,4,11,10,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0,670,0.6266746012476875
Jordan Clarkson,New York Knicks,4,10,57,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,86,241,1,657,0.3461616187113213
Mikal Bridges,New York Knicks,4,10,30,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,203,150,0,630,0.3502464726581968
Landry Shamet,New York Knicks,4,10,17,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,5,251,0,617,0.3442741264763448
Jordan Clarkson,New York Knicks,4,10,8,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,23,35,0,608,0.5808553087795698
Jordan Clarkson,New York Knicks,4,9,58,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),14,100,110,0,598,0.4673712954171849
Mikal Bridges,New York Knicks,4,9,31,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-164,194,1,571,0.3454109696538812
Davion Mitchell,Miami Heat,4,9,13,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-175,183,0,553,0.34540480176389726
Jaime Jaquez Jr.,Miami Heat,4,8,53,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-4,2,1,533,0.6222962119663837
Mikal Bridges,New York Knicks,4,8,31,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),17,118,127,0,511,0.43100299866535036
Josh Hart,New York Knicks,4,8,13,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,5,29,0,493,0.5987136393851304
Miles McBride,New York Knicks,4,8,2,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,175,199,0,482,0.33340310130029793
Karl-Anthony Towns,New York Knicks,4,7,55,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,131,247,0,475,0.32105457050849445
Pelle Larsson,Miami Heat,4,7,44,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-243,16,0,464,0.36116143302931875
Jordan Clarkson,New York Knicks,4,7,31,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,6,13,1,451,0.608757815658634
Kel'el Ware,Miami Heat,4,7,19,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-4,13,1,439,0.6083550104571183
Landry Shamet,New York Knicks,4,6,55,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,159,220,1,415,0.32070028498253356
Pelle Larsson,Miami Heat,4,6,35,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-132,228,0,395,0.3287357811925392
Norman Powell,Miami Heat,4,6,28,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,179,176,1,388,0.34160546045630513
Karl-Anthony Towns,New York Knicks,4,6,10,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),18,178,40,0,370,0.4206007519936095
Josh Hart,New York Knicks,4,5,52,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-50,40,0,352,0.5504660143409683
Norman Powell,Miami Heat,4,5,31,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,12,90,1,331,0.5143152859555762
Landry Shamet,New York Knicks,4,5,8,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,12,15,1,308,0.6041350498766469
Jaime Jaquez Jr.,Miami Heat,4,4,58,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,-42,78,0,298,0.5247343520044714
Jaime Jaquez Jr.,Miami Heat,4,4,27,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-156,202,0,267,0.3359629033487859
Landry Shamet,New York Knicks,4,4,20,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,10,8,1,260,0.6029820901601092
Andrew Wiggins,Miami Heat,4,4,11,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-227,17,0,251,0.3750181358955121
Norman Powell,Miami Heat,4,4,2,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-195,175,1,242,0.32674723267661543
Mikal Bridges,New York Knicks,4,3,36,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-173,185,0,216,0.3352674677607651
Landry Shamet,New York Knicks,4,3,9,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,234,13,1,189,0.3641248220682984
Norman Powell,Miami Heat,4,2,50,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),30,-147,265,1,170,0.28331928545683044
Jordan Clarkson,New York Knicks,4,2,34,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-233,-5,0,154,0.36292316944606334
Norman Powell,Miami Heat,4,2,27,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-197,169,0,147,0.33397584260306606
Andrew Wiggins,Miami Heat,4,2,5,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),3,-36,1,1,125,0.5776644974156174
Mikal Bridges,New York Knicks,4,1,42,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),11,-114,16,0,102,0.4885882953679751
Mikal Bridges,New York Knicks,4,1,22,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-10,5,0,82,0.5974277779450663
Jordan Clarkson,New York Knicks,4,1,19,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,7,21,0,79,0.5858845030865233
Davion Mitchell,Miami Heat,4,1,15,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-199,174,1,75,0.321930730583269
Kel'el Ware,Miami Heat,4,0,49,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),2,-29,2,0,49,0.5858676614157332
Norman Powell,Miami Heat,4,0,37,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-85,260,0,37,0.30744255185692737
Andrew Wiggins,Miami Heat,4,0,32,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0,32,0.6066617355932403
Josh Hart,New York Knicks,4,0,30,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-2,1,1,30,0.6065401206925143
Jaime Jaquez Jr.,Miami Heat,4,0,25,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,4,18,0,25,0.5949369185337985
Andrew Wiggins,Miami Heat,4,0,22,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0,22,0.6063449890608497
Jaime Jaquez Jr.,Miami Heat,4,0,19,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,5,2,1,19,0.6061544800297783
Mikal Bridges,New York Knicks,4,0,12,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,176,200,0,12,0.31964004003897134
Norman Powell,Miami Heat,4,0,3,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,11,7,1,3,0.5948450386342724
Karl-Anthony Towns,New York Knicks,4,0,1,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-131,211,0,1,0.3374992683315595
Egor Dëmin,Brooklyn Nets,1,11,38,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),20,-59,201,0,698,0.4106744407563347
Michael Porter Jr.,Brooklyn Nets,1,11,31,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),21,-43,207,0,691,0.399570613244783
Franz Wagner,Orlando Magic,1,11,7,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),23,229,67,0,667,0.3859785795205812
Michael Porter Jr.,Brooklyn Nets,1,10,48,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,-39,86,1,648,0.5353750245421603
Desmond Bane,Orlando Magic,1,10,29,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,7,47,0,629,0.5910268474455552
Terance Mann,Brooklyn Nets,1,10,23,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-156,212,1,623,0.3456307441158826
Nic Claxton,Brooklyn Nets,1,9,45,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-12,26,0,585,0.6117836185253535
Michael Porter Jr.,Brooklyn Nets,1,9,24,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,13,259,0,564,0.3518161817749157
Terance Mann,Brooklyn Nets,1,9,9,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),10,65,79,1,549,0.5217946339778524
Jalen Suggs,Orlando Magic,1,8,56,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-115,230,1,536,0.3521667827254386
Michael Porter Jr.,Brooklyn Nets,1,8,42,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-224,27,1,522,0.3929315984317128
Franz Wagner,Orlando Magic,1,8,34,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,6,15,1,514,0.6205767516979969
Egor Dëmin,Brooklyn Nets,1,8,23,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-21,20,1,503,0.6094953454326261
Tristan da Silva,Orlando Magic,1,8,7,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,192,161,1,487,0.35491081773527644
Nic Claxton,Brooklyn Nets,1,7,52,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,10,12,1,472,0.6194314203532306
Jalen Suggs,Orlando Magic,1,7,31,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,228,82,1,451,0.36812922073151483
Michael Porter Jr.,Brooklyn Nets,1,7,15,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),18,20,185,0,435,0.4246289647093538
Desmond Bane,Orlando Magic,1,7,3,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-20,4,1,423,0.607824335632347
Terance Mann,Brooklyn Nets,1,6,48,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,18,115,0,408,0.5040043438623252
Desmond Bane,Orlando Magic,1,6,37,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-6,17,1,397,0.6167796499216646
Nic Claxton,Brooklyn Nets,1,6,22,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,5,12,1,382,0.6165999846727492
Michael Porter Jr.,Brooklyn Nets,1,5,46,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24,229,74,1,346,0.3653122947666407
Jalen Suggs,Orlando Magic,1,5,37,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,15,9,1,337,0.615369807696342
Nic Claxton,Brooklyn Nets,1,5,25,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,11,11,1,325,0.6148771351813094
Michael Porter Jr.,Brooklyn Nets,1,4,37,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,176,201,1,277,0.3365985659674933
Ziaire Williams,Brooklyn Nets,1,4,19,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,163,199,0,259,0.34601566780512477
Jalen Suggs,Orlando Magic,1,4,2,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,16,273,0,242,0.3219487335478206
Michael Porter Jr.,Brooklyn Nets,1,3,38,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),17,-105,137,0,218,0.4306760804395302
Tyus Jones,Orlando Magic,1,3,20,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-224,56,0,200,0.37093428948481505
Ziaire Williams,Brooklyn Nets,1,3,13,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-9,33,1,193,0.5883841595744925
Jett Howard,Orlando Magic,1,2,50,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-179,189,0,170,0.3332582500768529
Day'Ron Sharpe,Brooklyn Nets,1,2,42,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,4,8,1,162,0.6202922887579314
Tyrese Martin,Brooklyn Nets,1,2,7,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,54,265,0,127,0.31909721647742967
Anthony Black,Orlando Magic,1,1,52,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,20,26,0,112,0.5862285443167684
Tyus Jones,Orlando Magic,1,1,38,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,10,19,0,98,0.5967565748249545
Jonathan Isaac,Orlando Magic,1,1,37,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1,97,0.6186728859685404
Noah Clowney,Brooklyn Nets,1,1,13,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,228,52,0,73,0.36825137704548666
Anthony Black,Orlando Magic,1,1,1,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16,-108,126,0,61,0.4369542287312279
Anthony Black,Orlando Magic,1,0,32,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,16,16,1,32,0.5948234826740161
Noah Clowney,Brooklyn Nets,2,11,21,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,16,274,1,681,0.33163758220403383
Tristan da Silva,Orlando Magic,2,11,1,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-100,236,0,661,0.35248473451227913
Wendell Carter Jr.,Orlando Magic,2,10,56,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-32,11,1,656,0.6009573602733005
Tyrese Martin,Brooklyn Nets,2,10,45,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-134,226,0,645,0.34247028068755136
Noah Clowney,Brooklyn Nets,2,10,39,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-114,252,1,639,0.3312138409672894
Drake Powell,Brooklyn Nets,2,10,7,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,11,22,1,607,0.6094171351679988
Desmond Bane,Orlando Magic,2,9,43,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16,150,71,0,583,0.4542868389755451
Franz Wagner,Orlando Magic,2,9,39,Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,13,26,1,579,0.6083229385694757
Drake Powell,Brooklyn Nets,2,9,14,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16,56,154,1,554,0.44849009564542663
Desmond Bane,Orlando Magic,2,8,56,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-223,4,1,536,0.391271456307438
Tyrese Martin,Brooklyn Nets,2,8,41,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,58,54,0,521,0.551550640433346
Day'Ron Sharpe,Brooklyn Nets,2,8,36,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,36,29,0,516,0.5850511641199859
Ziaire Williams,Brooklyn Nets,2,8,12,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,22,10,1,492,0.6064472000474835
Wendell Carter Jr.,Orlando Magic,2,7,43,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-170,190,0,463,0.34869659094554867
Ziaire Williams,Brooklyn Nets,2,7,26,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,137,227,1,446,0.33709263346549584
Nic Claxton,Brooklyn Nets,2,6,41,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,-1,95,1,401,0.5233107739508219
Jalen Suggs,Orlando Magic,2,6,33,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,9,255,0,393,0.34368871446088045
Michael Porter Jr.,Brooklyn Nets,2,6,23,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,141,211,0,383,0.345913803915187
Tristan da Silva,Orlando Magic,2,6,14,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-229,30,0,374,0.37441419600265946
Egor Dëmin,Brooklyn Nets,2,6,0,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-142,214,0,360,0.3444428992304777
Tristan da Silva,Orlando Magic,2,5,48,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-227,20,1,348,0.3844851209439438
Michael Porter Jr.,Brooklyn Nets,2,5,27,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-223,81,0,327,0.37029403428025204
Desmond Bane,Orlando Magic,2,5,20,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-26,21,0,320,0.5896879070359802
Desmond Bane,Orlando Magic,2,5,3,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-224,122,1,303,0.34722227032152403
Terance Mann,Brooklyn Nets,2,4,35,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),2,12,22,0,275,0.5988821343199239
Tristan da Silva,Orlando Magic,2,4,28,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,26,27,0,268,0.587814468772988
Tristan da Silva,Orlando Magic,2,4,12,Driving Bank Hook Shot,2PT Field Goal,Restricted Area,Center(C),2,-22,10,1,252,0.5987157917176376
Egor Dëmin,Brooklyn Nets,2,4,1,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-131,239,0,241,0.32021779263964684
Desmond Bane,Orlando Magic,2,3,37,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-39,6,0,217,0.5871619505305568
Tristan da Silva,Orlando Magic,2,3,35,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,197,145,1,215,0.3543391744830127
Nic Claxton,Brooklyn Nets,2,3,7,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-104,246,0,187,0.3279907465306385
Franz Wagner,Orlando Magic,2,3,0,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,-15,260,0,180,0.3272863197828179
Franz Wagner,Orlando Magic,2,2,55,Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-2,19,1,175,0.6063585601253751
Ziaire Williams,Brooklyn Nets,2,2,37,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,103,233,0,157,0.33796918038802903
Noah Clowney,Brooklyn Nets,2,2,31,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,213,133,0,151,0.3430751995838116
Jalen Suggs,Orlando Magic,2,2,19,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-157,194,0,139,0.3487388029549974
Franz Wagner,Orlando Magic,2,1,56,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),3,15,35,0,116,0.5824550894216137
Goga Bitadze,Orlando Magic,2,1,56,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0,116,0.6159620150413876
Tristan da Silva,Orlando Magic,2,1,52,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,140,211,0,112,0.3378194721666711
Michael Porter Jr.,Brooklyn Nets,2,1,42,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-16,68,1,102,0.5477081670340403
Desmond Bane,Orlando Magic,2,1,26,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,99,241,0,86,0.3257273902054871
Michael Porter Jr.,Brooklyn Nets,2,1,10,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),18,183,44,1,70,0.4175159878791453
