PLAYER_NAME,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
OG Anunoby,New York Knicks,3,11,22,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),10,104,22,1
Jaren Jackson Jr.,Memphis Grizzlies,3,11,6,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-164,193,1
Karl-Anthony Towns,New York Knicks,3,10,52,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-49,247,0
Karl-Anthony Towns,New York Knicks,3,10,46,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,2,8,1
Jalen Brunson,New York Knicks,3,10,25,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16,-21,167,0
Jock Landale,Memphis Grizzlies,3,10,20,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-6,29,1
OG Anunoby,New York Knicks,3,10,7,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,20,261,1
Jaren Jackson Jr.,Memphis Grizzlies,3,9,55,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,229,7,0
Landry Shamet,New York Knicks,3,9,45,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-153,198,0
Ja Morant,Memphis Grizzlies,3,9,33,Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-12,-4,0
Mikal Bridges,New York Knicks,3,9,13,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,11,10,1
Jaylen Wells,Memphis Grizzlies,3,8,58,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-141,216,1
Jalen Brunson,New York Knicks,3,8,31,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-32,10,0
Ja Morant,Memphis Grizzlies,3,8,24,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,107,237,0
OG Anunoby,New York Knicks,3,8,3,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-240,3,0
Mikal Bridges,New York Knicks,3,7,58,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,-36,77,0
Jaren Jackson Jr.,Memphis Grizzlies,3,7,45,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8,48,67,0
Jalen Brunson,New York Knicks,3,7,34,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,4,10,0
Jalen Brunson,New York Knicks,3,7,8,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-9,8,1
Jock Landale,Memphis Grizzlies,3,6,56,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-146,217,0
OG Anunoby,New York Knicks,3,6,48,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,1,3,1
Karl-Anthony Towns,New York Knicks,3,6,22,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,5,255,1
Santi Aldama,Memphis Grizzlies,3,6,14,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-183,178,1
Jalen Brunson,New York Knicks,3,5,56,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,237,27,1
Jaylen Wells,Memphis Grizzlies,3,5,41,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),12,-124,4,1
Karl-Anthony Towns,New York Knicks,3,5,25,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),2,2,22,1
Guerschon Yabusele,New York Knicks,3,5,1,Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-18,11,0
Jaren Jackson Jr.,Memphis Grizzlies,3,4,53,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,20,6,0
Cedric Coward,Memphis Grizzlies,3,4,49,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,225,12,0
Mikal Bridges,New York Knicks,3,4,40,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,108,229,0
Vince Williams Jr.,Memphis Grizzlies,3,4,31,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,229,-4,1
Jordan Clarkson,New York Knicks,3,4,13,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-104,232,0
Jaylen Wells,Memphis Grizzlies,3,3,56,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,-40,273,1
Jalen Brunson,New York Knicks,3,3,34,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,7,261,1
Mikal Bridges,New York Knicks,3,3,18,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,239,30,1
OG Anunoby,New York Knicks,3,2,41,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),26,80,250,0
Karl-Anthony Towns,New York Knicks,3,2,29,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,11,264,1
Jaylen Wells,Memphis Grizzlies,3,2,16,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),11,-118,4,1
Jordan Clarkson,New York Knicks,3,1,56,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-239,9,1
Jaren Jackson Jr.,Memphis Grizzlies,3,1,46,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-12,4,0
Karl-Anthony Towns,New York Knicks,3,1,37,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-92,239,0
Ja Morant,Memphis Grizzlies,3,1,16,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-230,2,1
Karl-Anthony Towns,New York Knicks,3,1,1,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-9,27,0
Cam Spencer,Memphis Grizzlies,3,0,52,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,165,176,1
Vince Williams Jr.,Memphis Grizzlies,3,0,32,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,140,215,1
Mikal Bridges,New York Knicks,3,0,13,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-228,114,1
Ja Morant,Memphis Grizzlies,3,0,1,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,43,64,0
Cam Spencer,Memphis Grizzlies,4,11,45,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-184,186,0
OG Anunoby,New York Knicks,4,11,26,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-228,8,0
Cedric Coward,Memphis Grizzlies,4,11,18,Running Pull-Up Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,9,69,1
Miles McBride,New York Knicks,4,10,59,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-56,250,1
Ja Morant,Memphis Grizzlies,4,10,49,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-114,231,0
Cam Spencer,Memphis Grizzlies,4,10,45,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),3,-33,11,1
Karl-Anthony Towns,New York Knicks,4,10,29,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),21,125,178,0
Cam Spencer,Memphis Grizzlies,4,9,45,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,-34,257,1
Miles McBride,New York Knicks,4,9,18,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,199,166,0
Cedric Coward,Memphis Grizzlies,4,9,11,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,16,7,1
Cam Spencer,Memphis Grizzlies,4,8,37,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),14,-2,146,0
Vince Williams Jr.,Memphis Grizzlies,4,8,33,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0
Ja Morant,Memphis Grizzlies,4,8,21,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-11,-1,0
Jalen Brunson,New York Knicks,4,7,55,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-130,220,1
Jaren Jackson Jr.,Memphis Grizzlies,4,7,44,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-15,6,1
Josh Hart,New York Knicks,4,7,27,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,115,232,0
Jaren Jackson Jr.,Memphis Grizzlies,4,7,7,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,5,76,1
Mikal Bridges,New York Knicks,4,6,43,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),10,96,46,1
Santi Aldama,Memphis Grizzlies,4,6,30,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,9,6,1
Mikal Bridges,New York Knicks,4,6,20,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,4,22,0
Jaylen Wells,Memphis Grizzlies,4,6,12,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,43,1
Jaylen Wells,Memphis Grizzlies,4,5,45,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-11,-1,1
Mikal Bridges,New York Knicks,4,5,7,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-59,248,0
Mikal Bridges,New York Knicks,4,4,45,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,150,208,0
Santi Aldama,Memphis Grizzlies,4,4,37,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,13,34,1
OG Anunoby,New York Knicks,4,4,16,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-227,126,0
Vince Williams Jr.,Memphis Grizzlies,4,4,7,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-228,89,0
Karl-Anthony Towns,New York Knicks,4,3,35,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,21,253,0
Jalen Brunson,New York Knicks,4,3,31,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-132,215,1
Cedric Coward,Memphis Grizzlies,4,3,16,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,28,2,0
Jaren Jackson Jr.,Memphis Grizzlies,4,3,14,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,37,20,0
Josh Hart,New York Knicks,4,2,59,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-43,63,0
OG Anunoby,New York Knicks,4,2,18,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,239,19,0
Cedric Coward,Memphis Grizzlies,4,2,9,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,5,-3,0
Mikal Bridges,New York Knicks,4,2,4,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-132,227,0
Jaren Jackson Jr.,Memphis Grizzlies,4,1,54,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-20,7,0
Josh Hart,New York Knicks,4,1,35,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,1,9,0
Jalen Brunson,New York Knicks,4,1,3,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side Center(RC),20,156,130,0
Jaylen Wells,Memphis Grizzlies,4,0,56,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-188,164,0
Santi Aldama,Memphis Grizzlies,4,0,47,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,4,-1,1
Cam Spencer,Memphis Grizzlies,4,0,32,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),29,0,298,0
Andre Drummond,Philadelphia 76ers,1,11,38,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-11,9,1
Derrick White,Boston Celtics,1,11,20,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,-20,88,1
Trendon Watford,Philadelphia 76ers,1,10,54,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-7,75,1
Derrick White,Boston Celtics,1,10,34,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,59,246,0
Jaylen Brown,Boston Celtics,1,10,21,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,16,101,0
Payton Pritchard,Boston Celtics,1,10,9,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),21,-92,190,0
Neemias Queta,Boston Celtics,1,10,5,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Tyrese Maxey,Philadelphia 76ers,1,9,55,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,131,232,1
Josh Minott,Boston Celtics,1,9,43,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-225,80,1
Tyrese Maxey,Philadelphia 76ers,1,9,32,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,13,273,0
VJ Edgecombe,Philadelphia 76ers,1,9,4,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-105,247,0
Neemias Queta,Boston Celtics,1,8,58,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,10,8,1
Kelly Oubre Jr.,Philadelphia 76ers,1,8,36,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,56,48,1
Jaylen Brown,Boston Celtics,1,8,28,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-126,257,0
Trendon Watford,Philadelphia 76ers,1,8,16,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,145,214,1
Jaylen Brown,Boston Celtics,1,7,57,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),21,-87,195,0
VJ Edgecombe,Philadelphia 76ers,1,7,40,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),15,28,156,0
Kelly Oubre Jr.,Philadelphia 76ers,1,7,22,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,29,273,0
Jaylen Brown,Boston Celtics,1,7,13,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,11,20,0
Kelly Oubre Jr.,Philadelphia 76ers,1,6,54,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,56,26,1
Anfernee Simons,Boston Celtics,1,6,23,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,26,20,0
Neemias Queta,Boston Celtics,1,6,16,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Center(C),16,-31,167,0
Derrick White,Boston Celtics,1,5,35,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,44,0
VJ Edgecombe,Philadelphia 76ers,1,5,8,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),12,-123,19,0
Sam Hauser,Boston Celtics,1,5,0,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,145,230,1
Kelly Oubre Jr.,Philadelphia 76ers,1,4,44,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,12,131,1
Derrick White,Boston Celtics,1,4,33,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-230,48,0
Jaylen Brown,Boston Celtics,1,4,6,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-28,1,0
Trendon Watford,Philadelphia 76ers,1,3,44,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,67,246,0
Sam Hauser,Boston Celtics,1,3,36,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-126,238,0
Tyrese Maxey,Philadelphia 76ers,1,3,28,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,16,16,0
Anfernee Simons,Boston Celtics,1,3,21,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,142,225,1
Trendon Watford,Philadelphia 76ers,1,3,2,Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-17,8,0
Luka Garza,Boston Celtics,1,2,55,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,13,22,1
Tyrese Maxey,Philadelphia 76ers,1,2,34,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-104,243,1
Derrick White,Boston Celtics,1,2,22,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,85,249,0
Adem Bona,Philadelphia 76ers,1,2,0,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-2,9,1
Jordan Walsh,Boston Celtics,1,1,45,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,10,21,0
Luka Garza,Boston Celtics,1,1,38,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0
VJ Edgecombe,Philadelphia 76ers,1,1,32,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,4,17,0
Anfernee Simons,Boston Celtics,1,1,23,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),17,85,152,0
Jared McCain,Philadelphia 76ers,1,1,13,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),18,15,188,0
Luka Garza,Boston Celtics,1,1,0,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,4,4,0
Payton Pritchard,Boston Celtics,1,0,49,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),30,-136,270,0
Tyrese Maxey,Philadelphia 76ers,1,0,1,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),26,6,260,0
Anfernee Simons,Boston Celtics,2,11,46,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,-53,268,0
VJ Edgecombe,Philadelphia 76ers,2,11,33,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,-51,257,0
Jordan Walsh,Boston Celtics,2,11,29,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-4,17,0
Jordan Walsh,Boston Celtics,2,11,18,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,229,105,0
Payton Pritchard,Boston Celtics,2,11,3,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,11,17,0
Payton Pritchard,Boston Celtics,2,11,1,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,47,265,0
Jared McCain,Philadelphia 76ers,2,10,49,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,37,15,0
Anfernee Simons,Boston Celtics,2,10,39,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-7,6,1
Hugo González,Boston Celtics,2,10,1,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-227,37,1
Quentin Grimes,Philadelphia 76ers,2,9,49,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),26,0,260,1
Anfernee Simons,Boston Celtics,2,9,30,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-227,76,0
Justin Edwards,Philadelphia 76ers,2,9,20,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),28,151,239,1
Anfernee Simons,Boston Celtics,2,8,48,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,-32,262,0
Hugo González,Boston Celtics,2,8,42,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
VJ Edgecombe,Philadelphia 76ers,2,8,25,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,219,132,1
Anfernee Simons,Boston Celtics,2,8,0,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),19,-104,164,0
Quentin Grimes,Philadelphia 76ers,2,7,52,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,10,13,0
Sam Hauser,Boston Celtics,2,7,25,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),18,-124,133,0
Justin Edwards,Philadelphia 76ers,2,7,4,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-13,21,1
Derrick White,Boston Celtics,2,6,40,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),20,-43,196,0
Justin Edwards,Philadelphia 76ers,2,6,28,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,174,211,1
Luka Garza,Boston Celtics,2,6,2,Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-18,6,0
VJ Edgecombe,Philadelphia 76ers,2,5,39,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,-18,108,0
Derrick White,Boston Celtics,2,5,29,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,10,29,0
Luka Garza,Boston Celtics,2,5,25,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Quentin Grimes,Philadelphia 76ers,2,5,18,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-4,13,1
Luka Garza,Boston Celtics,2,5,1,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,2,7,1
Quentin Grimes,Philadelphia 76ers,2,4,48,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-116,236,0
Andre Drummond,Philadelphia 76ers,2,4,42,Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,22,8,1
Jabari Walker,Philadelphia 76ers,2,4,31,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-201,174,0
Jordan Walsh,Boston Celtics,2,4,19,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-234,44,0
Luka Garza,Boston Celtics,2,4,11,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,227,62,0
Neemias Queta,Boston Celtics,2,3,52,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,74,27,0
Kelly Oubre Jr.,Philadelphia 76ers,2,3,36,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,-50,271,0
Jaylen Brown,Boston Celtics,2,3,18,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),19,-48,184,1
Quentin Grimes,Philadelphia 76ers,2,2,59,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,18,261,0
Payton Pritchard,Boston Celtics,2,2,40,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-105,258,0
Tyrese Maxey,Philadelphia 76ers,2,2,18,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,0,24,0
Derrick White,Boston Celtics,2,2,10,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-235,48,0
Trendon Watford,Philadelphia 76ers,2,2,2,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,10,0,1
Andre Drummond,Philadelphia 76ers,2,1,7,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-4,0,1
Andre Drummond,Philadelphia 76ers,2,0,47,Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,12,-4,1
Jaylen Brown,Boston Celtics,2,0,35,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-53,247,0
Jabari Walker,Philadelphia 76ers,2,0,20,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,228,41,0
Jordan Walsh,Boston Celtics,2,0,1,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-4,4,1
Neemias Queta,Boston Celtics,3,11,41,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-116,234,0
Payton Pritchard,Boston Celtics,3,11,36,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,7,19,1
VJ Edgecombe,Philadelphia 76ers,3,11,18,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-194,158,0
Payton Pritchard,Boston Celtics,3,11,0,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-112,231,0
Trendon Watford,Philadelphia 76ers,3,10,39,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),12,-7,125,0
Jaylen Brown,Boston Celtics,3,10,18,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16,-6,169,1
Trendon Watford,Philadelphia 76ers,3,10,3,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,4,32,0
Jordan Walsh,Boston Celtics,3,9,55,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,6,5,1
Andre Drummond,Philadelphia 76ers,3,9,41,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-230,52,0
Neemias Queta,Boston Celtics,3,9,31,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-5,17,1
Trendon Watford,Philadelphia 76ers,3,9,13,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),14,-124,76,0
Jaylen Brown,Boston Celtics,3,8,57,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Center(C),18,-13,188,1
Derrick White,Boston Celtics,3,8,19,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-83,248,1
Tyrese Maxey,Philadelphia 76ers,3,8,3,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-98,253,0
Andre Drummond,Philadelphia 76ers,3,7,59,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Jordan Walsh,Boston Celtics,3,7,22,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-228,59,1
Derrick White,Boston Celtics,3,6,57,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8,48,67,1
Tyrese Maxey,Philadelphia 76ers,3,6,42,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-60,46,0
Andre Drummond,Philadelphia 76ers,3,6,37,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0
Andre Drummond,Philadelphia 76ers,3,6,36,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0
Jaylen Brown,Boston Celtics,3,6,33,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,9,37,0
Tyrese Maxey,Philadelphia 76ers,3,6,25,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,29,15,1
Tyrese Maxey,Philadelphia 76ers,3,5,49,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,18,91,0
Kelly Oubre Jr.,Philadelphia 76ers,3,5,25,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-5,50,0
Anfernee Simons,Boston Celtics,3,5,12,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),16,21,168,0
Jaylen Brown,Boston Celtics,3,5,4,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,12,16,1
Kelly Oubre Jr.,Philadelphia 76ers,3,4,47,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-99,260,0
Jaylen Brown,Boston Celtics,3,4,36,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),18,-16,185,1
